cotidiano,45348,8
tuítes,45371,8
acampamento,45267,7
trata,45349,8
vestiários,45371,8
vencer,45371,8
vício,45371,8
a longo prazo,45475,9
poupar,45371,8
legiões,45371,8
desregrado,45247,6
coado,45371,8
sombra,45355,8
viciante,45348,8
prejudicial,45350,8
chiclete,45349,8
entretanto,45371,8
velocista,45348,8
largada,45253,7
reforço,45348,8
resistência,45350,8
potencializadora,45348,8
um fuso horário,45348,8
estreia,45255,5
rastejar,45349,8
pouquíssimas,45348,8
costuma,45246,2
vespertino,45348,8
ao passo que,45250,7
matutino,45255,5
cotovias,45255,5
quicando,45348,8
o cesto,45348,8
prorrogação,45249,6
arremessar,45348,8
derradeiros,45348,8
rachar,45349,8
muralhas,45253,7
fará,45350,8
arrastava,45281,7
auge,45350,8
jogar os dados,45255,5
o técnico,45350,8
os desafiadores,45350,8
encharcados,45348,8
ensurdecedor,45474,9
multidão,45348,8
meros,45350,8
dirá,45350,8
cadência,45350,8
turno,45246,4
suprimirá,45267,7
fuso,45255,5
remar,45284,7
derrame,45250,7
agudo,45349,8
malhar,45351,8
lotado,45349,8
suprimidos,45306,7
descompassa,45250,7
gráfico,45349,8
desencadeia,45255,5
má,45351,8
comprimento,45250,7
suplanta,45255,5
iluminar,45255,5
dinamiza,45349,8
sonolentos,45306,7
fôlego,45351,8
contornar,45250,7
despertos,45246,4
despejar,45268,7
latir,45352,8
cães,45352,8
arraigados,45351,8
dicas,45255,7
evoluiu,45352,8
síntese,45352,8
enraizado,45355,8
apressado,45246,2
coleta,45306,7
bexiga,45306,7
metida,45254,7
acendemos,45306,7
o sol se põe,45351,8
ondulante,45353,8
inveja,45255,5
posses,45351,8
bufar,45353,8
às pressas,45351,8
desjejum,45256,7
estroboscópica,45256,7
noite adentro,45351,8
diversas,45256,7
repleto,45352,8
puxado,45250,7
padrão,45353,8
estafa,45306,7
marinheiros,45353,8
apanha,45281,7
despertador,45353,8
circadiano,45353,8
aconchegante,45250,7
truques,45353,8
freio,45351,8
ânimo,45353,8
sensatez,45355,8
virose,45246,4
perícia,45258,7
etiqueta,45256,7
ensacadas,45352,8
mola,45257,7
hipoteca,45355,8
superfície,45352,8
saudar,45352,8
parceiro,45354,8
tocamos a vida,45354,8
seres,45352,8
eficaz,45246,4
desmaiando,45246,4
interessa,45354,8
compromisso,45247,6
delineado,45257,6
cabeceira,45355,8
abordo,45306,7
lares,45355,8
empregadores,45355,8
cargo,45306,7
desmaiar,45482,9
iniciados,45258,7
empreendimento,45355,8
o bastante,45355,8
esmoreceu,45281,7
impunham,45355,8
proporcionar,45355,8
luxuosas,45355,8
promover,45355,8
consumidores,45355,8
vias,45355,8
fornecando,45355,8
gestão,45258,7
provocar,45246,4
colchão,45355,8
lesão,45355,8
desempenho,45355,8
acaso,45355,8
abordagem,45355,8
distúrbio,45355,8
soníferos,45258,7
folga,45355,8
impunes,45246,2
até meados,45246,4
holofote,45371,8
em si,45355,8
padrões,45355,8
subestimamos,45355,8
torcia,45355,8
desperdice,45355,8
cronotipo,45355,8
ediçao,45355,8
apoio,45355,8
chocou,45355,8
desafiou,45355,8
assober,45250,7
largata,45250,7
fugaz,45371,8
dádiva,45355,8
remonte,45250,7
coçar,45250,7
empoleiravam,45249,6
vislumbre,45355,8
sequer,45371,8
arrepio,45259,6
camada,45371,8
o golpe,45355,8
gargalha,45371,8
agarrou,45355,8
esfregou,45371,8
surda,45357,8
endireitou,45371,8
gerar,45250,7
reivindicar,45258,7
pomada,45355,8
misericórdia,45355,8
persuadir,45357,8
elogiar,45355,8
pálida,45355,8
um chumbo,45355,8
derritido,45281,7
inundação,45355,8
sucumbiram,45371,8
flacido,45262,7
rodopiante,45250,6
austera,45355,8
pesadelo,45357,8
debilmente,45260,7
emaranhado,45250,7
rezou,45357,8
peneria,45249,3
romperam,45371,8
espuma,45358,8
cacos,45283,7
deslizar,45371,8
salto,45250,7
esfarrapadas,45246,2
varridos,45358,8
convocação,45355,8
debatia,45261,7
ceder,45358,8
implicaveis,45272,6
balançou,45281,7
cegando,45358,8
endurecida,45358,8
espiou,45358,8
pavor,45357,8
saudou,45246,4
represa,45371,8
beliscando,45371,8
prado,45355,8
mergulhar,45259,7
arranhar,45355,8
massa de fogo,45355,8
varrer,45355,8
tortuosas,45355,8
baque,45355,8
estrondo,45273,6
desastroso,45358,8
gemeu,45250,7
mortais,45246,4
aves,45355,8
defensores,45261,7
vislumbrar,45358,8
tempestade,45261,7
espreitar,45258,7
envenenou,45358,8
adaga,45355,8
esbugalhados,45266,7
morcego,45357,8
telhado,45371,8
estremeceu,45281,7
lentos,45371,8
temer,45371,8
redondos,45263,7
corça,45250,6
padronizadas,45371,8
maligno,45371,8
adornasse,45371,8
emaranhado de ramos frágeis,45371,8
sacudiu,45250,6
agradou,45281,7
íngremes,45246,2
subjugar,45246,2
enxurrada,45250,7
feras,45371,8
curral,45371,8
camadas,45371,8
indomado,45371,8
portentos,45250,6
augúrio,45262,7
zombaria,45371,8
escurdo,45250,7
desperdiçar,45371,8
trará,45371,8
travou,45246,2
encrenqueira,45308,7
febre,45371,8
leito do riacho,45246,2
pedregulho,45246,2
lacuna,45371,8
desviar,45250,7
proferindo,45249,6
crista,45371,8
isca,45371,8
gansos,45371,8
aprisionar,45371,8
barragem,45371,8
orla,45371,8
avidez,45371,8
precipitada,45249,6
peregrina,45265,7
advertira,45246,2
palha seca,45371,8
fileira,45371,8
grunhido,45267,7
rosnado,45250,7
balido do gado,45371,8
ultrajado,45265,7
espantar,45255,5
vespas,45250,7
vassouras,45246,2
bengala,45250,7
atrair,45371,8
fama,45371,8
brasões,45250,7
caçar,45259,7
fértil,45371,8
legado,45251,7
proeza,45249,6
represa afiada,45250,7
peregrinação,45255,5
ligada,45250,7
intransigente,45267,7
cedeu,45268,7
armadilha,45249,6
batedor,45371,8
mordedou,45250,7
risadas,45250,7
forasteiro,45250,7
reivindicação,45246,2
zombou,45262,6
reivindicou,45371,8
emaranhados,45371,8
vagando,45250,7
gota,45250,7
golpasse,45250,7
umidade,45250,7
mancar,45250,6
esticado,45259,7
mordia,45371,8
curandeiro,45251,7
detivesse,45281,7
despertasse,45281,7
punha,45250,6
muleta,45251,7
galhou,45251,7
abismo,45371,8
o assombro,45255,5
cajado,45251,7
arrastou,45251,7
matagal,45250,6
checou,45371,8
agarrar,45281,7
afogando,45248,6
rosnou,45269,7
raster,45255,6
apressados,45251,7
camundongos,45246,2
javali,45371,8
trançando,45371,8
tronco,45251,7
detida,45371,8
estonteante,45251,7
aperto,45281,7
escuridão,45250,6
fulminante,45251,7
vacilou,45254,7
envolveu,45251,7
palpável,45251,7
fenda,45251,7
cambelou,45285,7
sussur,45251,7
cego,45251,7
balançar,45251,7
selo,45251,7
cascalho,45257,6
espalhados,45251,7
rachadura,45253,6
lajes,45251,7
blindada,45257,6
disparou,45251,7
esteira,45251,7
esfregando,45251,7
cervos,45251,7
disfarçar,45251,7
lama,45281,7
esparsa,45272,6
trapos,45250,6
almíscar,45250,6
espessa,45250,6
dobra,45250,6
penhasco,45251,7
amedrontados,45257,6
galhos,45281,7
se remexer,45251,7
entretendo,45281,7
parcimônia,45251,7
pingava,45251,7
suor,45250,6
afloramentos,45251,7
encolhido,45251,7
aglomerado,45251,7
sulcos,45251,7
protuberâncias,45258,7
arbustos,45251,7
desfrutar,45251,7
musgo,45250,6
barranco,45251,7
pálpebra,45251,7
golpe,45251,7
fracasso,45257,7
agindo,45251,7
empolgação,45250,6
afiar,45251,7
tiras,45258,7
unguento,45251,7
ameno,45256,7
derreter,45250,6
distintivos,45251,7
sarassem,45250,6
espancado,45251,7
devorador,45251,7
santuário,45251,7
aguçados,45272,6
razoável,45281,7
ameaça,45251,7
uma toca,45250,6
esmagados,45251,7
farejar,45251,7
desgastados,45251,7
barraca,45261,7
agachada,45251,7
calafrio,45251,7
façanha,45248,6
cumes,45306,7
subidas íngremes,45251,7
portanto,45272,6
caçadas,45281,7
túmulo de brasas,45251,7
alheio,45251,7
tolo,45251,7
escancarou,45246,4
odiado,45251,7
suavizassem,45251,6
ameaçado,45342,8
nojento,45251,7
retorcida,45251,7
pira,45251,7
vascular,45342,8
fuligem,45247,6
palha,45281,7
danos,45281,7
aldeia,45344,8
covarde,45343,8
corrigi-lo,45262,7
incomodar,45281,7
restos,45344,8
depressa,45344,8
agir,45344,8
afiaram as laminas,45344,8
corniso,45281,7
mudas,45248,6
escultor,45281,7
reuniram,45251,7
propósito,45251,7
juramento,45281,7
rabo,45251,7
enfio,45251,7
crepúsculo,45251,7
labaredas,45255,7
retorcidas,45344,8
fileiras,45255,5
incêndios,45251,7
rebanhos,45281,7
bênção,45344,8
porém,45344,8
brotaram,45251,7
azulado,45344,8
alcançar,45344,8
ranger os dentes,45344,8
sacudir,45281,7
estrondosa,45306,7
gargalhada,45255,5
membros,45344,8
percorrer,45255,5
calafrios,45344,8
arado,45308,7
destemido,45281,7
desafios,45344,8
porrete,45281,7
rondando,45251,7
faminto,45344,8
leveza,45281,7
alívio,45251,7
uivo,45282,7
esmagou,45281,7
perecer,45250,6
poupado,45281,7
gado,45347,8
alcance,45251,7
aborrecer,45347,8
capazes,45347,8
lâmina,45347,8
pisoteava,45265,7
machado,45255,5
lança,45347,8
arco,45347,8
dentada,45347,8
cauda,45282,7
varredura,45249,3
colinas,45282,7
polido,45282,7
osso,45347,8
congeladas,45347,8
covil,45251,7
riacho,45255,5
pousava,45251,7
veludo,45282,7
o vale,45347,8
sobrevoou,45249,6
verme,45347,8
aspereza,45267,7
retumbante,45250,6
enrolação,45250,6
couro,45347,8
aposentos,45272,6
tambor,45282,7
encolheu,45281,7
chifres,45347,8
ricochetear,45348,8
uma presa,45259,7
fígado,45251,7
grosseiro,45250,6
manto,45348,8
dignigar,45348,8
nuas,45251,7
tranças,45348,8
compridos,45272,6
canto,45348,8
permanecer,45255,5
brinde,45251,6
reunidos,45251,7
atraído,45348,8
enlutados,45249,3
cumpriu,45348,8
aspecto,45266,7
raciocínio,45251,7
desalinhado,45306,7
sombrio,45255,7
desabamentos,45253,7
endireitar,45284,7
borrão,45250,6
espantosa,45257,7
rolar,45252,7
piada,45252,7
súbita,45285,7
conter,45246,3
piscando,45252,7
abatidos,45252,7
puxar,45349,8
gemeram,45255,5
forjado,45252,7
rodeavam,45253,7
amassados,45251,6
jaziam,45475,9
encerrou,45281,7
cobertura,45251,6
chamuscar,45252,7
arderar,45349,8
tossiu,45252,7
desmaiado,45284,7
estridentes,45349,8
rangidos,45253,7
ousou,45252,7
vela,45349,8
vacilante,45260,7
muro,45349,8
encostou,45251,6
assentar,45252,6
placa,45255,5
flecha,45350,8
retas,45252,6
fendas,45285,7
estreita,45350,8
laje,45350,8
enterrados,45350,8
resgatar,45252,6
escombros,45257,6
cavando,45253,7
instável,45350,8
desmoronado,45272,6
trecho,45272,6
coro,45252,6
se acumulavam,45350,8
brotar,45350,8
erguer,45252,6
o cervo,45350,8
águia,45253,7
surpreendido,45350,8
almas,45350,8
cofre,45350,8
alados,45253,7
perturbar,45350,8
humilhante,45285,7
diante,45255,5
dourada,45281,7
arco-íris,45350,8
estreitas,45350,8
perfurando,45255,5
estrado,45255,5
chicotadas,45284,7
as profundezas,45350,8
armazenado,45350,8
escravizados,45350,8
empilhados,45350,8
picaretas,45255,5
feitiços,45350,8
lateral,45350,8
subir,45250,4
impulsionado,45253,7
reprovação,45255,7
meta,45253,7
cumprir,45350,8
anterior,45350,8
barris,45253,7
salão,45350,8
aceno,45350,8
cumprimentar,45350,8
fogeira,45253,7
tenda,45351,8
corda,45351,8
punhado,45269,7
chamas,45351,8
dezenas,45351,8
lareiras,45351,8
tapetes,45254,7
pendurado,45351,8
tapeçarias,45351,8
estandartes,45351,8
decorar,45247,6
amigável,45351,8
sendo,45351,8
alojamentos,45351,8
degraus,45351,8
mundano,45351,8
lidar,45351,8
queixar,45253,6
valia,45351,8
ciente,45351,8
aborrecido,45351,8
afastar,45351,8
focinho,45351,8
diversão,45306,7
traço,45253,6
engolir,45351,8
empurrar,45351,8
irromper,45351,8
lábios,45351,8
rugido,45351,8
soprar,45247,6
derramar,45262,6
frasco,45351,8
se craver,45351,8
prender,45249,3
esquentar,45254,7
pouser,45254,7
reluzentes,45255,7
garras,45352,8
deslumbrante,45352,8
girar,45352,8
manchas,45352,8
asas,45352,8
acolchoado,45352,8
remexer,45352,8
câmara,45352,8
uma pena,45255,7
empertigou,45262,7
solter,45352,8
relâmpago,45306,7
maldições,45352,8
vinco,45258,7
espada,45352,8
empolgante,45352,8
estressante,45352,8
cansaço,45352,8
embaçada,45352,8
grado,45352,8
franziu a testa,45352,8
furos,45352,8
abrigo,45352,8
inclinaçao,45352,8
leve,45352,8
assentamento,45352,8
se tornado,45352,8
houvera,45352,8
atendidos,45352,8
devido,45352,8
comerciantes,45352,8
porco-espinho,45352,8
aleatoria,45352,8
pois,45352,8
clã,45352,8
gemas,45352,8
sob,45255,7
estabelecer,45352,8
liderada,45352,8
verdejantes,45352,8
surpreendente,45352,8
pico,45352,8
terços,45352,8
de fato,45352,8
cauteloso,45352,8
selvagens,45352,8
errantes,45352,8
plano,45255,7
escarpas,45352,8
escamas,45352,8
cintilavar,45352,8
prateadas,45352,8
ondulada,45352,8
amarrotada,45352,8
lenta,45352,8
cordilheira,45255,7
resquício,45352,8
pedregosas,45352,8
laterais,45352,8
cume,45352,8
sopé,45352,8
ao redor,45352,8
trilha,45352,8
navios,45352,8
paisagem,45352,8
prata,45352,8
fita,45352,8
cercando,45352,8
varridas,45352,8
planícies,45352,8
raios,45352,8
deprimente,45352,8
suspir,45255,6
cobriar,45352,8
soltos,45352,8
pergaminhos,45352,8
pilhas,45352,8
suprimentos,45352,8
entregar,45352,8
alegar,45352,8
laços,45352,8
fortalecer,45352,8
anões,45352,8
pontada,45352,8
colhender,45352,8
garganta,45246,4
adocicar,45352,8
hidromel,45352,8
gole,45352,8
recostar,45352,8
apanhar,45259,6
cochilando,45255,7
provas,45256,7
cachimbo,45306,7
colo,45281,7
desgastada,45260,7
mito,45256,7
torno,45257,7
envelhecer,45353,8
maduro,45353,8
agregando,45257,7
fragmentados,45353,8
marasmo,45256,7
correios,45256,7
fortuito,45353,8
fornece,45353,8
pulmão,45256,7
entediados,45281,7
vacilando,45353,8
incessante,45353,8
domínios,45353,8
intervalo,45353,8
repartido,45255,5
rotulados,45308,7
malandros,45353,8
aos poucos,45255,5
privação,45353,8
ensacada,45353,8
torrar,45246,4
paletó,45257,7
grife,45256,7
quicar,45353,8
quantia,45353,8
às cegas,45353,8
armado,45281,7
prestes,45259,6
segundo dizem,45306,7
atualizada,45257,7
varejistas,45257,7
tecido,45354,8
atraente,45257,7
impeça,45272,6
corrida,45260,7
letras miúdas,45257,7
zagueiro,45257,7
chuteiras,45257,7
cirurgia,45354,8
derradeiro,45354,8
reconhecimento,45257,7
perfis,45354,8
quadris,45354,8
de bruços,45257,7
confundir,45354,8
supina,45354,8
dobrados,45246,4
traseiro,45247,6
mochila,45306,7
bens,45257,7
metidos,45354,8
agachamento,45306,7
articulações,45257,6
nítido,45248,6
mole,45248,6
dispendiosa,45306,7
calçar,45260,7
palmilhas,45281,7
travasseiro de pena,45355,8
recheado,45248,6
recheios,45306,7
fronha,45259,7
esmurrar,45259,6
vantagem,45355,8
decadente,45355,8
ostensiva,45306,7
ranheta,45260,7
coerência,45355,8
trajes,45259,6
portátil,45355,8
corredor,45355,8
envolvido,45355,8
abrigado,45355,8
projetada,45259,7
no selim,45260,7
a turma,45261,7
norteiam,45260,7
apegar,45262,6
ácaros,45265,7
recurso,45259,7
sob medida,45357,8
apelando,45357,8
montar,45255,5
após,45357,8
doar,45259,6
caridade,45260,7
vestuário,45306,7
dejetos,45249,3
abafado,45306,7
acolhedor,45308,7
renovador,45485,9
algodão,45262,7
egípcio,45252,4
usufruir,45261,7
caseiro,45262,7
ambiente,45261,7
imbatíveis,45358,8
exaurido,45261,7
abastecido,45263,7
móveis,45261,7
engenhocas,45263,7
santidade,45261,7
vestiário,45265,7
arrumadeira,45261,7
cueca,45262,7
desliza,45358,8
leque,45262,6
crina,45262,7
nesgas,45262,7
emoldurada,45262,7
xereta,45250,6
estante,45306,7
uma cômoda,45261,7
penteadeira,45306,7
luminárias,45257,6
pressa,45247,3
tomado,45261,7
abeto,45249,3
burburinho,45265,7
esquadrão,45262,6
páreo,45250,6
mira,45281,7
berrante,45263,7
sensata,45265,7
painéis,45371,8
importando,45371,8
anteceder,45265,7
atulhada,45272,6
um ditado,45262,7
azar,45262,7
primordial,45371,8
um retrato,45263,7
entes queridos,45262,7
seja lá,45263,7
acréscimo,45262,7
pelúcia,45263,7
repouso,45250,6
bicho,45371,8
uma dianteira,45265,7
embalagens,45265,7
estratosfera,45371,8
antemão,45263,7
duros feito pedra,45263,7
velejar,45281,7
caber,45265,7
tropeços,45272,6
tabagismo,45263,7
ressalva,45282,7
corrigir,45250,6
sensatos,45263,7
peru,45371,8
por conseguinte,45281,7
fartamente,45265,7
realizar,45250,6
almejar,45281,7
ávida,45272,6
recair,45263,7
pugilista,45263,7
louco,45371,8
péssima,45371,8
turvas,45306,7
pertinente,45263,7
sonho,45263,7
comprometar,45259,6
bosque,45265,7
vigésimo,45263,7
fatia,45281,7
almejada,45371,8
vigília,45371,8
semelhente,45371,8
decepcionante,45308,7
minorar,45265,7
pregar,45248,6
insone,45265,7
experimentar (3x),45371,8
carga,45371,8
hipnótico,45265,7
comprimidos,45272,6
dobrando,45265,7
moucos,45265,7
medicamentos,45246,2
tarja,45255,5
bálsamo,45265,7
pousei,45246,2
a barra,45265,7
jato,45265,7
aniquilados,45265,7
desmoronar,45265,7
puder,45371,8
antecipadamente,45250,6
quadrienais,45371,8
desabar,45266,7
sumir,45266,7
cambiantes,45282,7
se chocar,45266,7
inadequado,45283,7
diurno,45371,8
enganar,45306,7
precocemente,45371,8
padronizar,45371,8
vigor,45281,7
abastecer,45250,6
dúzia,45266,7
transtorno,45267,7
sazonal,45371,8
entardecer,45267,7
rajada,45255,5
atormenter,45371,8
no fim das contas,45371,8
plateia,45281,7
um torcedor,45267,7
marreta,45267,7
acertadamente,45266,7
batizada,45266,7
cronograma,45266,7
remontar,45371,8
no clima,45266,7
esgotados,45267,7
reles,45248,6
levantamento,45281,7
canhota,45266,7
debatendo,45371,8
foge,45254,6
estarão,45272,6
entocados,45247,6
sedutora,45247,6
entretenimento,45267,7
letiva,45281,7
destra,45246,2
artigo,45268,7
bolha,45268,7
canadenses,45371,8
decolar,45283,7
cura,45268,7
angulares,45371,8
arbítrio,45269,7
remissivo,45248,6
ficha,45371,8
órgãos de cobrança,45268,7
dívidas,45268,7
esbelta,45269,7
prontuário,45269,7
recinto,45268,7
mestrado,45269,7
possuidores,45268,7
assimilar,45268,7
estourar,45248,6
breu,45281,7
desamparada,45252,6
deprimida,45251,7
colapso,45247,6
arranjar,45269,7
esburacada,45269,7
maluca,45251,7
uma tal viagem,45251,7
anseios,45269,7
acentuada,45281,7
limiar,45269,7
balcão,45269,7
enxugar,45281,7
amarrar,45255,5
marqueteiros,45251,7
surger,45255,5
publicitário,45255,5
cerne,45281,7
deixas,45251,7
enfocar,45251,7
ensino médio,45251,7
incutir,45281,7
força de vontade,45251,7
cirurgião,45272,6
tais,45250,6
ocorrer,45251,7
insurreição,45251,7
alastrar,45251,7
tumultos,45281,7
exército,45281,7
ambulantes,45281,7
prefeito,45281,7
inchando,45281,7
entoar,45255,5
posto,45255,5
barraquinhas,45285,7
cuspindo,45281,7
girassol,45281,7
êxito,45306,7
caipira,45281,7
mecânica,45251,7
espessos,45251,6
formatura,45281,7
receoso,45253,4
contorcer,45255,5
desidratação,45281,7
cravar,45281,7
cefalorraquidiano,45281,7
sedoso,45281,7
agulha,45281,7
pingar,45251,7
conforme,45251,7
ofegante,45249,6
ileso,45281,7
nefasta,45281,7
conduzido,45306,7
doutorando,45281,7
atropelar,45255,5
gizes,45281,7
aguçado,45246,5
retribuir,45281,7
reter,45281,7
conceber,45251,6
gizes de cera,45306,7
esboçar,45281,7
relance,45255,5
perambular,45281,7
sumido,45281,7
campainha,45248,6
pinha,45255,5
quintal,45281,7
melados,45248,6
seiva,45281,7
catado,45249,6
avariado,45246,5
leigo,45255,5
bisturis,45281,7
brocas,45281,7
teia,45306,7
esclarecer,45281,7
marcha a ré,45281,7
nó,45281,7
sobrepostas,45281,7
cabeludo,45281,7
cogitar,45281,7
recipiente,45281,7
farejando,45281,7
recompensa,45281,7
sondas,45281,7
sentido horário,45248,6
retrovisores,45282,7
engatar,45255,5
para-choque,45282,7
sacar,45249,6
desenrolar,45255,5
uma vez que,45282,7
modo,45282,7
despender,45282,7
uma deixa,45255,5
pista,45282,7
miado,45249,6
engrenagem,45282,7
está apto,45255,5
pane,45249,3
sobrecarregado,45282,7
minúcia,45282,7
nojo,45282,7
contanto,45272,6
deram,45282,7
colou,45282,7
papelão,45306,7
desconcertado,45246,3
roteiro,45282,7
ríspido,45255,5
desarranjo,45249,6
ventania,45249,6
calçada,45249,6
despeito,45282,7
apertar,45282,7
alavancas,45282,7
enjoados,45306,7
jaula,45255,5
pretender,45282,7
desencadear,45283,7
concebido,45252,6
estreitar,45255,5
felpuda,45282,7
entediar,45255,5
advertência,45282,7
abarrotada,45246,5
fuçava,45255,5
guloseimas,45282,7
maca,45255,5
paparicar,45282,7
tropeçou,45282,7
saliência,45253,6
quadril,45249,6
recearam,45249,6
conciliado,45255,5
desprevenida,45255,5
puxa,45282,7
ele falecera,45282,7
agrário,45283,7
fracassado,45282,7
boato,45282,7
alardeando,45282,7
veementes,45282,7
disparado com armas,45282,7
grãos,45282,7
inchassem,45282,7
aveia,45282,7
pedagógico,45282,7
falência,45282,7
ações,45282,7
alastrou,45255,5
vangloriando,45282,7
gabaria,45284,7
a junta,45282,7
árida,45282,7
película,45282,7
bochecho,45282,7
deflagrar,45282,7
por toda parte,45282,7
prateleiras,45282,7
fundamentada,45255,5
conduzir,45282,7
outrora,45255,5
faturamento,45306,7
cinzeiro,45282,7
ampola,45282,7
suada,45282,7
mofada,45249,6
borrifo,45306,7
bolar,45282,7
maconha,45282,7
sede ( da empresa),45282,7
amaciante,45249,6
gambás,45282,7
borrifavam,45282,7
didáticos,45282,7
canil,45249,6
palpite,45247,6
engascou,45282,7
olfativo,45282,7
borrifada,45282,7
pertencente,45282,7
tranca,45255,5
semelhante,45282,7
gênero,45282,7
encostar,45247,6
sonda,45282,7
aguado,45282,7
colado,45285,7
caça-níqueis,45282,7
pãezinhos,45282,7
desenfreado,45250,6
momentânea,45282,7
proporciona,45282,7
capricho,45306,7
reiterado,45282,7
proveniente,45272,6
colcha lisa,45282,7
palestra,45308,7
palcos,45282,7
destaque,45250,6
apoiou,45282,7
narrar,45282,7
vangloriado,45250,6
gabado,45282,7
apinhar,45247,6
ardida,45255,5
gengiva,45282,7
arder,45282,7
lampejo,45259,6
capacho,45255,5
hostil,45282,7
torcida,45250,6
vaias,45250,6
eis,45282,7
transtornos,45282,7
haja,45282,7
lamentáveis,45282,7
disseminariam,45246,3
investida,45249,6
postos,45282,7
fintas,45259,6
manobra,45282,7
artimanha,45249,6
besteira,45282,7
aprumado,45249,3
avista,45272,6
novato,45306,7
torcendo,45306,7
pula,45283,7
rumo,45306,7
placar,45306,7
alcoólatra,45306,7
atirar,45250,6
metralhadoras,45249,6
compareceu,45250,6
de fraque,45306,7
mordomo,45306,7
vermute,45306,7
pecado,45306,7
diabo,45248,6
poço,45306,7
disponha-se,45306,7
pirado,45256,6
internou,45282,7
infusões,45306,7
leito,45282,7
quartinho,45255,5
lanchonetes,45306,7
porões,45306,7
enfisema,45306,7
disseminar,45249,6
credo,45306,7
dívida,45306,7
disposofobia,45306,7
jogos de azar,45306,7
um tanto,45306,7
insólito,45255,5
opinar,45306,7
farmacologia,45306,7
endossam,45306,7
inventário,45306,7
embriaguez,45306,7
fuga,45255,5
catarse,45306,7
um porre,45306,7
brindar,45306,7
extravasar,45255,5
recaída,45306,7
condiz,45249,3
dar o bote,45253,6
birras,45284,7
roerar,45283,7
coçavam,45249,3
constrangida,45246,2
em punhos,45282,7
esmalte,45283,7
polegar,45282,7
saliências,45250,6
pontuda,45306,7
entediada,45282,7
completude,45282,7
esboço,45282,7
tédio,45282,7
confusa,45282,7
charlatanices,45282,7
apaixonar,45282,7
conviver,45282,7
locutores,45282,7
potência,45255,5
surra,45247,6
estragando,45283,7
corda bamba,45283,7
carvalho,45284,7
